0.00.538.273 W model has unused tensor blk.64.attn_norm.weight (size = 20480 bytes) -- ignoring
0.00.538.280 W model has unused tensor blk.64.post_attention_norm.weight (size = 20480 bytes) -- ignoring
0.00.538.282 W model has unused tensor blk.64.attn_q.weight (size = 43253760 bytes) -- ignoring
0.00.538.284 W model has unused tensor blk.64.attn_k.weight (size = 3604480 bytes) -- ignoring
0.00.538.285 W model has unused tensor blk.64.attn_v.weight (size = 3604480 bytes) -- ignoring
0.00.538.289 W model has unused tensor blk.64.attn_output.weight (size = 21626880 bytes) -- ignoring
0.00.538.290 W model has unused tensor blk.64.attn_q_norm.weight (size = 1024 bytes) -- ignoring
0.00.538.292 W model has unused tensor blk.64.attn_k_norm.weight (size = 1024 bytes) -- ignoring
0.00.538.293 W model has unused tensor blk.64.ffn_gate.weight (size = 61276160 bytes) -- ignoring
0.00.538.294 W model has unused tensor blk.64.ffn_down.weight (size = 61276160 bytes) -- ignoring
0.00.538.296 W model has unused tensor blk.64.ffn_up.weight (size = 61276160 bytes) -- ignoring
0.00.538.298 W model has unused tensor blk.64.nextn.eh_proj.weight (size = 36044800 bytes) -- ignoring
0.00.538.300 W model has unused tensor blk.64.nextn.enorm.weight (size = 20480 bytes) -- ignoring
0.00.538.301 W model has unused tensor blk.64.nextn.hnorm.weight (size = 20480 bytes) -- ignoring
0.00.538.305 W model has unused tensor blk.64.nextn.shared_head_norm.weight (size = 20480 bytes) -- ignoring
0.03.420.728 I 
0.03.420.803 I system_info: n_threads = 16 (n_threads_batch = 16) / 32 | CUDA : ARCHS = 1200 | USE_GRAPHS = 1 | BLACKWELL_NATIVE_FP4 = 1 | CPU : SSE3 = 1 | SSSE3 = 1 | AVX = 1 | AVX_VNNI = 1 | AVX2 = 1 | F16C = 1 | FMA = 1 | BMI2 = 1 | AVX512 = 1 | AVX512_VBMI = 1 | AVX512_VNNI = 1 | AVX512_BF16 = 1 | LLAMAFILE = 1 | OPENMP = 1 | REPACK = 1 | 
0.03.425.106 I hellaswag_score : loaded 10042 tasks from prompt.
0.03.425.109 I ================================= is_spm = 0
0.03.425.110 I hellaswag_score : selecting 10042 randomized tasks.
0.06.084.609 I hellaswag_score : calculating hellaswag score over selected tasks.

task	acc_norm	95% confidence interval
5635	83.47826087%	[82.4859%, 84.4250%]
5636	83.46344925%	[82.4708%, 84.4105%]
5637	83.46638283%	[82.4739%, 84.4133%]
5638	83.46931536%	[82.4770%, 84.4161%]
5639	83.47224685%	[82.4801%, 84.4188%]
5640	83.47517730%	[82.4832%, 84.4216%]
5641	83.47810672%	[82.4862%, 84.4244%]
5642	83.48103509%	[82.4893%, 84.4272%]
5643	83.48396243%	[82.4924%, 84.4300%]
5644	83.48688873%	[82.4955%, 84.4327%]
5645	83.47209920%	[82.4805%, 84.4182%]
5646	83.47502657%	[82.4835%, 84.4210%]
5647	83.46024438%	[82.4685%, 84.4065%]
5648	83.46317280%	[82.4716%, 84.4093%]
5649	83.46610019%	[82.4747%, 84.4120%]
5650	83.45132743%	[82.4597%, 84.3975%]
5651	83.45425588%	[82.4628%, 84.4003%]
5652	83.45718330%	[82.4658%, 84.4031%]
5653	83.46010968%	[82.4689%, 84.4059%]
5654	83.46303502%	[82.4720%, 84.4086%]
5655	83.46595933%	[82.4751%, 84.4114%]
5656	83.46888260%	[82.4782%, 84.4142%]
5657	83.45412763%	[82.4632%, 84.3997%]
5658	83.45705196%	[82.4662%, 84.4025%]
5659	83.44230429%	[82.4512%, 84.3880%]
5660	83.42756184%	[82.4363%, 84.3735%]
5661	83.43048931%	[82.4393%, 84.3763%]
5662	83.43341575%	[82.4424%, 84.3791%]
5663	83.43634116%	[82.4455%, 84.3818%]
5664	83.42161017%	[82.4305%, 84.3674%]
5665	83.40688438%	[82.4156%, 84.3529%]
5666	83.40981292%	[82.4186%, 84.3557%]
5667	83.39509441%	[82.4037%, 84.3413%]
5668	83.39802399%	[82.4068%, 84.3440%]
5669	83.40095255%	[82.4098%, 84.3468%]
5670	83.40388007%	[82.4129%, 84.3496%]
5671	83.40680656%	[82.4160%, 84.3524%]
5672	83.40973202%	[82.4191%, 84.3551%]
5673	83.41265644%	[82.4222%, 84.3579%]
5674	83.41557984%	[82.4253%, 84.3607%]
5675	83.41850220%	[82.4283%, 84.3635%]
5676	83.42142354%	[82.4314%, 84.3662%]
5677	83.42434384%	[82.4345%, 84.3690%]
5678	83.42726312%	[82.4376%, 84.3718%]
5679	83.41257264%	[82.4226%, 84.3573%]
5680	83.39788732%	[82.4077%, 84.3429%]
5681	83.40080972%	[82.4108%, 84.3457%]
5682	83.40373108%	[82.4139%, 84.3485%]
5683	83.40665142%	[82.4169%, 84.3512%]
5684	83.40957072%	[82.4200%, 84.3540%]
5685	83.41248901%	[82.4231%, 84.3568%]
5686	83.41540626%	[82.4261%, 84.3595%]
5687	83.41832249%	[82.4292%, 84.3623%]
5688	83.42123769%	[82.4323%, 84.3651%]
5689	83.42415187%	[82.4354%, 84.3678%]
5690	83.42706503%	[82.4384%, 84.3706%]
5691	83.41240555%	[82.4235%, 84.3562%]
5692	83.41531975%	[82.4266%, 84.3590%]
5693	83.41823292%	[82.4297%, 84.3617%]
5694	83.42114506%	[82.4327%, 84.3645%]
5695	83.42405619%	[82.4358%, 84.3673%]
5696	83.42696629%	[82.4389%, 84.3700%]
5697	83.42987537%	[82.4419%, 84.3728%]
5698	83.43278343%	[82.4450%, 84.3755%]
5699	83.43569047%	[82.4480%, 84.3783%]
5700	83.42105263%	[82.4332%, 84.3639%]
5701	83.42396071%	[82.4362%, 84.3667%]
5702	83.42686777%	[82.4393%, 84.3694%]
5703	83.42977380%	[82.4423%, 84.3722%]
5704	83.43267882%	[82.4454%, 84.3749%]
5705	83.43558282%	[82.4485%, 84.3777%]
5706	83.43848580%	[82.4515%, 84.3805%]
5707	83.42386543%	[82.4367%, 84.3661%]
5708	83.42676945%	[82.4397%, 84.3689%]
5709	83.42967245%	[82.4428%, 84.3716%]
5710	83.43257443%	[82.4458%, 84.3744%]
5711	83.41796533%	[82.4310%, 84.3600%]
5712	83.40336134%	[82.4161%, 84.3457%]
5713	83.40626641%	[82.4192%, 84.3484%]
5714	83.39166958%	[82.4044%, 84.3341%]
5715	83.39457568%	[82.4074%, 84.3369%]
5716	83.39748076%	[82.4105%, 84.3396%]
5717	83.40038482%	[82.4135%, 84.3424%]
5718	83.40328786%	[82.4166%, 84.3451%]
5719	83.40618989%	[82.4196%, 84.3479%]
5720	83.40909091%	[82.4227%, 84.3506%]
5721	83.41199091%	[82.4258%, 84.3534%]
5722	83.41488990%	[82.4288%, 84.3561%]
5723	83.41778787%	[82.4319%, 84.3589%]
5724	83.42068484%	[82.4349%, 84.3616%]
5725	83.42358079%	[82.4380%, 84.3644%]
5726	83.42647572%	[82.4410%, 84.3671%]
5727	83.42936965%	[82.4441%, 84.3699%]
5728	83.43226257%	[82.4471%, 84.3726%]
5729	83.43515448%	[82.4501%, 84.3754%]
5730	83.43804538%	[82.4532%, 84.3781%]
5731	83.44093526%	[82.4562%, 84.3808%]
5732	83.44382415%	[82.4593%, 84.3836%]
5733	83.44671202%	[82.4623%, 84.3863%]
5734	83.44959888%	[82.4654%, 84.3891%]
5735	83.45248474%	[82.4684%, 84.3918%]
5736	83.43793584%	[82.4536%, 84.3775%]
5737	83.44082273%	[82.4566%, 84.3802%]
5738	83.44370861%	[82.4597%, 84.3830%]
5739	83.44659348%	[82.4627%, 84.3857%]
5740	83.44947735%	[82.4658%, 84.3885%]
5741	83.43494165%	[82.4510%, 84.3742%]
5742	83.43782654%	[82.4540%, 84.3769%]
5743	83.44071043%	[82.4571%, 84.3797%]
5744	83.42618384%	[82.4423%, 84.3654%]
5745	83.42906876%	[82.4453%, 84.3681%]
5746	83.41454925%	[82.4306%, 84.3539%]
5747	83.41743518%	[82.4336%, 84.3566%]
5748	83.42032011%	[82.4366%, 84.3594%]
5749	83.42320404%	[82.4397%, 84.3621%]
5750	83.42608696%	[82.4427%, 84.3648%]
5751	83.41158059%	[82.4280%, 84.3506%]
5752	83.41446453%	[82.4310%, 84.3533%]
5753	83.39996524%	[82.4163%, 84.3391%]
5754	83.40285019%	[82.4193%, 84.3418%]
5755	83.40573414%	[82.4223%, 84.3446%]
5756	83.40861710%	[82.4254%, 84.3473%]
5757	83.41149904%	[82.4284%, 84.3500%]
5758	83.41437999%	[82.4314%, 84.3528%]
5759	83.41725994%	[82.4345%, 84.3555%]
5760	83.42013889%	[82.4375%, 84.3582%]
5761	83.42301684%	[82.4405%, 84.3610%]
5762	83.42589379%	[82.4436%, 84.3637%]
5763	83.42876974%	[82.4466%, 84.3664%]
5764	83.43164469%	[82.4496%, 84.3691%]
5765	83.43451865%	[82.4526%, 84.3719%]
5766	83.43739161%	[82.4557%, 84.3746%]
5767	83.44026357%	[82.4587%, 84.3773%]
5768	83.44313454%	[82.4617%, 84.3800%]
5769	83.44600451%	[82.4647%, 84.3828%]
5770	83.43154246%	[82.4500%, 84.3686%]
5771	83.43441345%	[82.4531%, 84.3713%]
5772	83.43728344%	[82.4561%, 84.3740%]
5773	83.44015243%	[82.4591%, 84.3767%]
5774	83.44302044%	[82.4621%, 84.3795%]
5775	83.44588745%	[82.4651%, 84.3822%]
5776	83.44875346%	[82.4682%, 84.3849%]
5777	83.45161849%	[82.4712%, 84.3876%]
5778	83.45448252%	[82.4742%, 84.3903%]
5779	83.45734556%	[82.4772%, 84.3930%]
5780	83.46020761%	[82.4802%, 84.3958%]
5781	83.44577063%	[82.4655%, 84.3816%]
5782	83.44863369%	[82.4686%, 84.3843%]
5783	83.45149576%	[82.4716%, 84.3870%]
5784	83.45435685%	[82.4746%, 84.3897%]
5785	83.45721694%	[82.4776%, 84.3924%]
5786	83.46007605%	[82.4806%, 84.3952%]
5787	83.46293416%	[82.4836%, 84.3979%]
5788	83.44851417%	[82.4689%, 84.3837%]
5789	83.43409915%	[82.4543%, 84.3696%]
5790	83.43696028%	[82.4573%, 84.3723%]
5791	83.43982041%	[82.4603%, 84.3750%]
5792	83.44267956%	[82.4633%, 84.3777%]
5793	83.44553772%	[82.4663%, 84.3804%]
5794	83.44839489%	[82.4693%, 84.3831%]
5795	83.45125108%	[82.4724%, 84.3858%]
5796	83.45410628%	[82.4754%, 84.3885%]
5797	83.45696050%	[82.4784%, 84.3912%]
5798	83.45981373%	[82.4814%, 84.3940%]
5799	83.46266598%	[82.4844%, 84.3967%]
5800	83.46551724%	[82.4874%, 84.3994%]
5801	83.46836752%	[82.4904%, 84.4021%]
5802	83.47121682%	[82.4934%, 84.4048%]
5803	83.47406514%	[82.4964%, 84.4075%]
5804	83.45968298%	[82.4818%, 84.3934%]
5805	83.44530577%	[82.4671%, 84.3792%]
5806	83.44815708%	[82.4701%, 84.3819%]
5807	83.45100740%	[82.4731%, 84.3846%]
5808	83.43663912%	[82.4585%, 84.3705%]
5809	83.42227578%	[82.4439%, 84.3564%]
5810	83.40791738%	[82.4293%, 84.3423%]
5811	83.41077267%	[82.4323%, 84.3451%]
5812	83.39642120%	[82.4178%, 84.3310%]
5813	83.39927748%	[82.4208%, 84.3337%]
5814	83.40213278%	[82.4238%, 84.3364%]
5815	83.40498710%	[82.4268%, 84.3391%]
5816	83.40784044%	[82.4298%, 84.3418%]
5817	83.41069280%	[82.4328%, 84.3445%]
5818	83.41354417%	[82.4358%, 84.3472%]
5819	83.41639457%	[82.4388%, 84.3499%]
5820	83.41924399%	[82.4418%, 84.3526%]
5821	83.42209242%	[82.4448%, 84.3553%]
5822	83.40776366%	[82.4302%, 84.3413%]
5823	83.39343981%	[82.4157%, 84.3272%]
5824	83.37912088%	[82.4011%, 84.3131%]
5825	83.38197425%	[82.4041%, 84.3158%]
5826	83.38482664%	[82.4071%, 84.3185%]
5827	83.38767805%	[82.4101%, 84.3213%]
5828	83.39052848%	[82.4131%, 84.3240%]
5829	83.37622234%	[82.3986%, 84.3099%]
5830	83.37907376%	[82.4016%, 84.3126%]
5831	83.38192420%	[82.4046%, 84.3153%]
5832	83.38477366%	[82.4076%, 84.3180%]
5833	83.38762215%	[82.4106%, 84.3207%]
5834	83.37332876%	[82.3960%, 84.3067%]
5835	83.35904027%	[82.3815%, 84.2927%]
5836	83.36189171%	[82.3845%, 84.2954%]
5837	83.36474216%	[82.3875%, 84.2981%]
5838	83.36759164%	[82.3905%, 84.3008%]
5839	83.37044014%	[82.3935%, 84.3035%]
5840	83.35616438%	[82.3790%, 84.2895%]
5841	83.35901387%	[82.3820%, 84.2922%]
5842	83.36186238%	[82.3850%, 84.2949%]
5843	83.36470991%	[82.3880%, 84.2976%]
5844	83.36755647%	[82.3910%, 84.3003%]
5845	83.35329341%	[82.3765%, 84.2863%]
5846	83.35614095%	[82.3795%, 84.2890%]
5847	83.35898751%	[82.3825%, 84.2917%]
5848	83.34473324%	[82.3680%, 84.2777%]
5849	83.34758078%	[82.3710%, 84.2804%]
5850	83.35042735%	[82.3740%, 84.2831%]
5851	83.35327294%	[82.3770%, 84.2858%]
5852	83.35611757%	[82.3800%, 84.2885%]
5853	83.35896122%	[82.3830%, 84.2912%]
5854	83.36180389%	[82.3860%, 84.2939%]
5855	83.36464560%	[82.3890%, 84.2966%]
5856	83.35040984%	[82.3745%, 84.2826%]
5857	83.33617893%	[82.3600%, 84.2686%]
5858	83.33902356%	[82.3630%, 84.2713%]
5859	83.32479945%	[82.3486%, 84.2574%]
5860	83.32764505%	[82.3516%, 84.2601%]
5861	83.33048968%	[82.3546%, 84.2628%]
5862	83.33333333%	[82.3575%, 84.2655%]
5863	83.33617602%	[82.3605%, 84.2682%]
5864	83.33901774%	[82.3635%, 84.2709%]
5865	83.34185848%	[82.3665%, 84.2736%]
5866	83.32765087%	[82.3521%, 84.2596%]
5867	83.33049259%	[82.3551%, 84.2623%]
5868	83.33333333%	[82.3581%, 84.2650%]
5869	83.33617311%	[82.3610%, 84.2677%]
5870	83.33901193%	[82.3640%, 84.2704%]
5871	83.34184977%	[82.3670%, 84.2731%]
5872	83.34468665%	[82.3700%, 84.2758%]
5873	83.34752256%	[82.3730%, 84.2785%]
5874	83.33333333%	[82.3586%, 84.2645%]
5875	83.31914894%	[82.3441%, 84.2506%]
5876	83.32198775%	[82.3471%, 84.2533%]
5877	83.32482559%	[82.3501%, 84.2560%]
5878	83.32766247%	[82.3531%, 84.2587%]
5879	83.33049838%	[82.3561%, 84.2614%]
5880	83.33333333%	[82.3591%, 84.2641%]
5881	83.33616732%	[82.3621%, 84.2668%]
5882	83.33900034%	[82.3650%, 84.2694%]
5883	83.32483427%	[82.3506%, 84.2555%]
5884	83.32766825%	[82.3536%, 84.2582%]
5885	83.33050127%	[82.3566%, 84.2609%]
5886	83.33333333%	[82.3596%, 84.2636%]
5887	83.33616443%	[82.3626%, 84.2663%]
5888	83.33899457%	[82.3655%, 84.2690%]
5889	83.32484293%	[82.3512%, 84.2551%]
5890	83.32767402%	[82.3541%, 84.2578%]
5891	83.33050416%	[82.3571%, 84.2605%]
5892	83.33333333%	[82.3601%, 84.2631%]
5893	83.33616155%	[82.3631%, 84.2658%]
5894	83.33898880%	[82.3660%, 84.2685%]
5895	83.34181510%	[82.3690%, 84.2712%]
5896	83.34464043%	[82.3720%, 84.2739%]
5897	83.34746481%	[82.3750%, 84.2766%]
5898	83.35028823%	[82.3779%, 84.2792%]
5899	83.35311070%	[82.3809%, 84.2819%]
5900	83.35593220%	[82.3839%, 84.2846%]
5901	83.35875275%	[82.3868%, 84.2873%]
5902	83.36157235%	[82.3898%, 84.2900%]
5903	83.36439099%	[82.3928%, 84.2926%]
5904	83.36720867%	[82.3957%, 84.2953%]
5905	83.35309060%	[82.3814%, 84.2814%]
5906	83.35590924%	[82.3843%, 84.2841%]
5907	83.34179787%	[82.3700%, 84.2703%]
5908	83.32769127%	[82.3557%, 84.2564%]
5909	83.33051278%	[82.3586%, 84.2591%]
5910	83.31641286%	[82.3443%, 84.2452%]
5911	83.31923532%	[82.3473%, 84.2479%]
5912	83.32205683%	[82.3502%, 84.2506%]
5913	83.32487739%	[82.3532%, 84.2533%]
5914	83.32769699%	[82.3562%, 84.2559%]
5915	83.33051564%	[82.3591%, 84.2586%]
5916	83.33333333%	[82.3621%, 84.2613%]
5917	83.33615008%	[82.3651%, 84.2640%]
5918	83.33896587%	[82.3680%, 84.2666%]
5919	83.34178071%	[82.3710%, 84.2693%]
5920	83.34459459%	[82.3740%, 84.2720%]
5921	83.34740753%	[82.3769%, 84.2747%]
5922	83.35021952%	[82.3799%, 84.2773%]
5923	83.35303056%	[82.3828%, 84.2800%]
5924	83.35584065%	[82.3858%, 84.2827%]
5925	83.35864979%	[82.3887%, 84.2853%]
5926	83.36145798%	[82.3917%, 84.2880%]
5927	83.34739328%	[82.3774%, 84.2742%]
5928	83.35020243%	[82.3804%, 84.2769%]
5929	83.35301063%	[82.3833%, 84.2795%]
5930	83.35581788%	[82.3863%, 84.2822%]
5931	83.35862418%	[82.3892%, 84.2849%]
5932	83.34457181%	[82.3749%, 84.2711%]
5933	83.34737907%	[82.3779%, 84.2737%]
5934	83.35018537%	[82.3808%, 84.2764%]
5935	83.35299073%	[82.3838%, 84.2790%]
5936	83.35579515%	[82.3867%, 84.2817%]
5937	83.35859862%	[82.3897%, 84.2844%]
5938	83.36140115%	[82.3926%, 84.2870%]
5939	83.36420273%	[82.3956%, 84.2897%]
5940	83.35016835%	[82.3813%, 84.2759%]
5941	83.35297088%	[82.3843%, 84.2786%]
5942	83.33894312%	[82.3700%, 84.2648%]
5943	83.34174659%	[82.3730%, 84.2675%]
5944	83.32772544%	[82.3587%, 84.2537%]
5945	83.33052986%	[82.3617%, 84.2563%]
5946	83.33333333%	[82.3646%, 84.2590%]
5947	83.33613587%	[82.3676%, 84.2617%]
5948	83.33893746%	[82.3705%, 84.2643%]
5949	83.34173811%	[82.3735%, 84.2670%]
5950	83.34453782%	[82.3764%, 84.2696%]
5951	83.34733658%	[82.3793%, 84.2723%]
5952	83.35013441%	[82.3823%, 84.2750%]
5953	83.35293130%	[82.3852%, 84.2776%]
5954	83.35572724%	[82.3882%, 84.2803%]
5955	83.34172964%	[82.3739%, 84.2665%]
5956	83.34452653%	[82.3769%, 84.2692%]
5957	83.33053550%	[82.3627%, 84.2554%]
5958	83.31654918%	[82.3485%, 84.2417%]
5959	83.31934888%	[82.3514%, 84.2444%]
5960	83.32214765%	[82.3543%, 84.2470%]
5961	83.32494548%	[82.3573%, 84.2497%]
5962	83.32774237%	[82.3602%, 84.2523%]
5963	83.31376824%	[82.3460%, 84.2386%]
5964	83.31656606%	[82.3490%, 84.2413%]
5965	83.30259849%	[82.3348%, 84.2276%]
5966	83.30539725%	[82.3377%, 84.2302%]
5967	83.30819507%	[82.3407%, 84.2329%]
5968	83.29423592%	[82.3265%, 84.2192%]
5969	83.29703468%	[82.3294%, 84.2218%]
5970	83.29983250%	[82.3324%, 84.2245%]
5971	83.30262938%	[82.3353%, 84.2271%]
5972	83.30542532%	[82.3382%, 84.2298%]
5973	83.30822032%	[82.3412%, 84.2324%]
5974	83.31101440%	[82.3441%, 84.2351%]
5975	83.31380753%	[82.3471%, 84.2377%]
5976	83.31659973%	[82.3500%, 84.2404%]
5977	83.30266020%	[82.3358%, 84.2267%]
5978	83.30545333%	[82.3388%, 84.2294%]
5979	83.30824553%	[82.3417%, 84.2320%]
5980	83.31103679%	[82.3446%, 84.2347%]
5981	83.31382712%	[82.3476%, 84.2373%]
5982	83.29989970%	[82.3334%, 84.2236%]
5983	83.30269096%	[82.3364%, 84.2263%]
5984	83.30548128%	[82.3393%, 84.2289%]
5985	83.30827068%	[82.3422%, 84.2316%]
5986	83.31105914%	[82.3452%, 84.2342%]
5987	83.29714381%	[82.3310%, 84.2206%]
5988	83.29993320%	[82.3340%, 84.2232%]
5989	83.30272166%	[82.3369%, 84.2259%]
5990	83.30550918%	[82.3398%, 84.2285%]
5991	83.30829578%	[82.3428%, 84.2312%]
5992	83.31108144%	[82.3457%, 84.2338%]
5993	83.29718004%	[82.3316%, 84.2201%]
5994	83.29996663%	[82.3345%, 84.2228%]
5995	83.30275229%	[82.3374%, 84.2254%]
5996	83.30553702%	[82.3403%, 84.2281%]
5997	83.30832083%	[82.3433%, 84.2307%]
5998	83.29443148%	[82.3292%, 84.2171%]
5999	83.29721620%	[82.3321%, 84.2197%]
6000	83.28333333%	[82.3180%, 84.2061%]
6001	83.28611898%	[82.3209%, 84.2087%]
6002	83.28890370%	[82.3238%, 84.2114%]
6003	83.27502915%	[82.3097%, 84.1978%]
6004	83.27781479%	[82.3127%, 84.2004%]
6005	83.28059950%	[82.3156%, 84.2030%]
6006	83.28338328%	[82.3185%, 84.2057%]
6007	83.28616614%	[82.3215%, 84.2083%]
6008	83.27230360%	[82.3074%, 84.1947%]
6009	83.27508737%	[82.3103%, 84.1974%]
6010	83.27787022%	[82.3132%, 84.2000%]
6011	83.28065214%	[82.3161%, 84.2026%]
6012	83.28343313%	[82.3191%, 84.2053%]
6013	83.28621320%	[82.3220%, 84.2079%]
6014	83.28899235%	[82.3249%, 84.2106%]
6015	83.29177057%	[82.3278%, 84.2132%]
6016	83.29454787%	[82.3308%, 84.2158%]
6017	83.29732425%	[82.3337%, 84.2185%]
6018	83.30009970%	[82.3366%, 84.2211%]
6019	83.30287423%	[82.3395%, 84.2238%]
6020	83.30564784%	[82.3424%, 84.2264%]
6021	83.30842053%	[82.3453%, 84.2290%]
6022	83.31119229%	[82.3483%, 84.2317%]
6023	83.31396314%	[82.3512%, 84.2343%]
6024	83.31673307%	[82.3541%, 84.2369%]
6025	83.31950207%	[82.3570%, 84.2396%]
6026	83.32227016%	[82.3599%, 84.2422%]
6027	83.32503733%	[82.3628%, 84.2448%]
6028	83.32780358%	[82.3657%, 84.2474%]
6029	83.33056892%	[82.3686%, 84.2501%]
6030	83.33333333%	[82.3715%, 84.2527%]
6031	83.33609683%	[82.3744%, 84.2553%]
6032	83.33885942%	[82.3773%, 84.2579%]
6033	83.34162108%	[82.3802%, 84.2606%]
6034	83.32780908%	[82.3662%, 84.2470%]
6035	83.33057167%	[82.3691%, 84.2496%]
6036	83.33333333%	[82.3720%, 84.2522%]
6037	83.33609409%	[82.3749%, 84.2549%]
6038	83.33885393%	[82.3778%, 84.2575%]
6039	83.34161285%	[82.3807%, 84.2601%]
6040	83.34437086%	[82.3836%, 84.2627%]
6041	83.34712796%	[82.3865%, 84.2653%]
6042	83.34988414%	[82.3894%, 84.2680%]
6043	83.35263942%	[82.3923%, 84.2706%]
6044	83.35539378%	[82.3952%, 84.2732%]
6045	83.34160463%	[82.3812%, 84.2597%]
6046	83.34435991%	[82.3841%, 84.2623%]
6047	83.34711427%	[82.3870%, 84.2649%]
6048	83.34986772%	[82.3899%, 84.2675%]
6049	83.35262027%	[82.3928%, 84.2701%]
6050	83.35537190%	[82.3957%, 84.2727%]
6051	83.35812262%	[82.3986%, 84.2753%]
6052	83.36087244%	[82.4015%, 84.2780%]
6053	83.34710061%	[82.3875%, 84.2644%]
6054	83.33333333%	[82.3735%, 84.2509%]
6055	83.33608588%	[82.3764%, 84.2535%]
6056	83.33883752%	[82.3793%, 84.2561%]
6057	83.34158825%	[82.3822%, 84.2588%]
6058	83.34433807%	[82.3851%, 84.2614%]
6059	83.34708698%	[82.3879%, 84.2640%]
6060	83.34983498%	[82.3908%, 84.2666%]
6061	83.35258208%	[82.3937%, 84.2692%]
6062	83.35532827%	[82.3966%, 84.2718%]
6063	83.35807356%	[82.3995%, 84.2744%]
6064	83.36081794%	[82.4024%, 84.2770%]
6065	83.36356142%	[82.4053%, 84.2796%]
6066	83.36630399%	[82.4081%, 84.2822%]
6067	83.36904566%	[82.4110%, 84.2848%]
6068	83.37178642%	[82.4139%, 84.2874%]
6069	83.37452628%	[82.4168%, 84.2900%]
6070	83.37726524%	[82.4197%, 84.2926%]
6071	83.38000329%	[82.4225%, 84.2952%]
6072	83.38274045%	[82.4254%, 84.2978%]
6073	83.38547670%	[82.4283%, 84.3004%]
6074	83.38821205%	[82.4312%, 84.3030%]
6075	83.37448560%	[82.4172%, 84.2896%]
6076	83.37722186%	[82.4201%, 84.2922%]
6077	83.37995722%	[82.4230%, 84.2948%]
6078	83.38269167%	[82.4259%, 84.2974%]
6079	83.38542523%	[82.4287%, 84.3000%]
6080	83.37171053%	[82.4148%, 84.2865%]
6081	83.37444499%	[82.4177%, 84.2891%]
6082	83.36073660%	[82.4037%, 84.2756%]
6083	83.36347197%	[82.4066%, 84.2782%]
6084	83.36620644%	[82.4095%, 84.2808%]
6085	83.35250616%	[82.3956%, 84.2674%]
6086	83.35524154%	[82.3985%, 84.2700%]
6087	83.35797601%	[82.4013%, 84.2725%]
6088	83.36070959%	[82.4042%, 84.2751%]
6089	83.36344227%	[82.4071%, 84.2777%]
6090	83.36617406%	[82.4099%, 84.2803%]
6091	83.36890494%	[82.4128%, 84.2829%]
6092	83.37163493%	[82.4157%, 84.2855%]
6093	83.37436402%	[82.4186%, 84.2881%]
6094	83.37709222%	[82.4214%, 84.2907%]
6095	83.37981952%	[82.4243%, 84.2933%]
6096	83.38254593%	[82.4272%, 84.2959%]
6097	83.36886994%	[82.4133%, 84.2825%]
6098	83.37159724%	[82.4161%, 84.2851%]
6099	83.37432366%	[82.4190%, 84.2876%]
6100	83.37704918%	[82.4219%, 84.2902%]
6101	83.37977381%	[82.4247%, 84.2928%]
6102	83.38249754%	[82.4276%, 84.2954%]
6103	83.38522038%	[82.4304%, 84.2980%]
6104	83.38794233%	[82.4333%, 84.3006%]
6105	83.39066339%	[82.4362%, 84.3032%]
6106	83.39338356%	[82.4390%, 84.3057%]
6107	83.39610283%	[82.4419%, 84.3083%]
6108	83.39882122%	[82.4447%, 84.3109%]
6109	83.40153871%	[82.4476%, 84.3135%]
6110	83.40425532%	[82.4505%, 84.3161%]
6111	83.40697104%	[82.4533%, 84.3187%]
6112	83.40968586%	[82.4562%, 84.3212%]
6113	83.41239980%	[82.4590%, 84.3238%]
6114	83.41511286%	[82.4619%, 84.3264%]
6115	83.41782502%	[82.4647%, 84.3290%]
6116	83.42053630%	[82.4676%, 84.3315%]
6117	83.42324669%	[82.4704%, 84.3341%]
6118	83.42595619%	[82.4733%, 84.3367%]
6119	83.42866481%	[82.4761%, 84.3393%]
6120	83.43137255%	[82.4790%, 84.3418%]
6121	83.43407940%	[82.4818%, 84.3444%]
6122	83.43678536%	[82.4847%, 84.3470%]
6123	83.43949045%	[82.4875%, 84.3496%]
6124	83.44219464%	[82.4903%, 84.3521%]
6125	83.44489796%	[82.4932%, 84.3547%]
6126	83.43127653%	[82.4793%, 84.3413%]
6127	83.43398074%	[82.4822%, 84.3439%]
6128	83.43668407%	[82.4850%, 84.3464%]
6129	83.43938652%	[82.4879%, 84.3490%]
6130	83.44208809%	[82.4907%, 84.3516%]
6131	83.44478878%	[82.4935%, 84.3541%]
6132	83.44748858%	[82.4964%, 84.3567%]
6133	83.43388228%	[82.4826%, 84.3433%]
6134	83.43658298%	[82.4854%, 84.3459%]
6135	83.43928280%	[82.4882%, 84.3485%]
6136	83.42568449%	[82.4744%, 84.3351%]
6137	83.42838520%	[82.4773%, 84.3377%]
6138	83.41479309%	[82.4634%, 84.3243%]
6139	83.41749471%	[82.4663%, 84.3269%]
6140	83.42019544%	[82.4691%, 84.3295%]
6141	83.42289529%	[82.4720%, 84.3320%]
6142	83.42559427%	[82.4748%, 84.3346%]
6143	83.42829237%	[82.4776%, 84.3372%]
6144	83.41471354%	[82.4638%, 84.3238%]
6145	83.41741253%	[82.4667%, 84.3264%]
6146	83.42011064%	[82.4695%, 84.3290%]
6147	83.42280787%	[82.4724%, 84.3315%]
6148	83.42550423%	[82.4752%, 84.3341%]
